label	descrip
0	我嘞个申报嗯上面要纳税期卡然后上面显示扣款状态已锁定然后学校在大厅做交易许愿这个要怎么操作
0	多年前
0	哦
1	你这个脑残
0	网上的就是在网上报税然后显示要没有您有那个网上报税的区别呢
1	你妈贵姓
1	你是混蛋吗
0	哎
0	没有没跟你说
0	你好我想他一下哦代价儿童社保怎么操作
0	企业所得税何时可以弥补年度亏损
0	我是保医保停缴完以后新单位帮我怎么个叫法
0	企业所得税退税
0	网上如何操作退个税手续费
0	后台添加采集人员添加完成后然后怎么操作报税
1	你真笨是猪一样的损失
0	充值是普通发票个体的一个月最多就是还多少周年面额的免费的
0	嗯我个税的问题之前因为桌上比较乱然后各自没有完全申报话这种情况应该怎么办
0	申报十二万个税
0	哎你好我的是想咨询一下我们被那个企业呀我有急事主潇洒好多都是要的水木就切了一个早上的那个发票啊发票我们都一直没有买的发票然后卖了四百字有那些反而兴趣面有裂心的一半儿都没有经费都去逮了个金税盘衣服啊都把哪个哪个发票作废了哪种情况啊对你们有用啊发票<1
0	那个专项附加扣除的那个部分个税是怎么撑到的呀
0	额我是工商个体户我现在每三个月要报一次税我现在在咱们深圳电子税务局上网站上登载报税我想请问一下我们每三个到四岁是在哪里爆在电脑上的什么什么模板担保
0	安装雨水通出现麻烦
0	我问一下那个就是我原先报的税已经交了费我要查询一下那个记录怎么弄啊
0	请问公司产权的税费怎么征收
0	我的电子废物及上已经增加了新的办税人员但是状态里面显示未绑定我怎么样才能绑定
0	请问劳动合同补偿金需要缴纳个人所得税吗
0	个人申报
0	王老吉不可以要带什么资料去柜台办理缴交社保手续
1	你这么傻怎么回答我的问题呢
0	公司一八年就成立了工会一直没有提取工会经费现在可以把之前的主题曲吗
0	人工服务
0	哎我们申办的企业电子书局该怎么操作
0	增值税纳税申报表
0	嗯2018年度企业所得税汇算清缴我们有退税请问我们需要提供什么材料
0	作废2017年的发票能不能作废
0	你好我网上申请额买票但是他说我不是那个那个什么呀
0	瀑布存在
0	具体点声明可以修改吗
0	金税三期系统累计收入和包含职工之前公司工资发放的金额吗
0	帮我转接一下人工
0	是受社会保险补缴政策
0	我要咨询开发票备注里面需不需要填写啊
0	认证发票
0	个人在网上申请显示申请正常是否已经可以了
0	转人工
0	我要修改那个我的那个纳税人识别我要怎么操作
0	我需要神保植物和绅宝
0	呃所得税起征点是多少
0	就是对自己不够好
0	翻滚吧
0	显示要到前台对账
0	本期应申报套餐里面不显示东西
0	嗯
0	嗯我想咨询一下啊就是在额报税的时候说也为你们不属于纳税人风风险是什么意思啊
0	哦
0	三月当月购买社保能不能申办专项扣除
0	你好我那个想把公司的那个基本户绑定在那个扣税账户是怎么操作的呀
0	帮我查询一下人工
1	你是最傻
0	你好请问企业所得税申报是报不成功的吗宝石
0	嗯转人工
0	他只是认真
0	可是可是我一晚上那个小机器人
0	酷狗转人工
1	有病吧你
1	你是傻逼吗
0	转人工
0	个人所得税超过八万的话这个个人所得税需要缴纳吗
0	就像去别人家
0	开成品油发票操作流程
0	转接人工
0	纠结那个社保
0	汪汪狗
0	说了也不白死
0	哦
0	额请问一下那个颜色的血汇算清缴退库资格申请提供的文件额那个什么退税款及地基申请表在哪里下载
0	请问个体户个人所得税在哪里爆
0	如何增加购票员
0	喂你好
0	我想咨询一下个税起征点是多少
0	怎么把我的医保情操
0	我自认傻傻傻不清楚
1	问我就要问这个问题啊你滚吧
0	印花税怎么申报
0	工资多少
1	说你妈个逼说一句
0	人工台
0	铺面转租
0	嗯我想问一下就是呃个人去开票开那个哦不动产房租发票需要拿什么资料去开
0	系统出现异常请稍后再试是什么意思
0	发票丢失应该如何处理
0	哎需要做审计报告吗
1	这傻逼
0	养老如何扣除专项附加
0	个税问题个人所得税问题
0	纳税人去税局自助认证发票是怎么操作的
1	滚
0	个税申报标准模板的下载
0	就是个人房租
0	个人所得税申报不过去怎么办
0	狗是怎么扣的
0	龙岩户口的新生儿人们在下瘫倒
0	就是关于那个申报密码问题挂靠人公司担任的一些垃圾
0	公司合同的名称变更了要如何处理
0	网络参数设置该怎么设置
0	阿瑟社保的单位社保证件人员在网上怎么操作
1	烦死
0	一社保
1	狗屁出云
0	有一个区有个牛
0	嗯我想那个咨询一下那个渝北区王家街道属于哪个税务局
1	未启用咯最去你大爷的
0	大家过年不
0	嗯社保
0	联通服务
1	滚
0	电子发票可以自己做什么
0	我竟然克服小声请问您想咨询什么问人工
0	喂
0	我代开的专票已经扣掉了增值税还有成
0	哦那个我想请问一下说前两个月好但是我是交的医保吗真的一个月三百多的这个医保我只想请问前前列腺子都是就是那个十号扣款了怎么设置都要换到二十号了怎么还没退款还没收到汇款的信息
0	企业主营业务类别怎么来区分
1	你大爷的
0	不知道啊
0	深圳税务局系统是不是有问题啊那个短信验证码登陆的时候都收不到
0	人咯转人工
0	操我那个我要报那个个税可是那个个报告写的那个网报密码忘了又怎么办
0	前面烧的水人保镖的天保防水
0	就是说我的社保那个前台屏保帮我查一下
0	我要人工服务
1	好傻媳妇儿
0	转人工
1	嗯你妹的老是小三小三你妹
1	滚你滚我要忍智能的
0	我要补交社保医保等费用
0	转人工服务
0	明白
0	我这边在系统申请了增值税一般纳税人登记事项而后被驳回了对国货的理由是那个根据各行业门类与申请表内的主营业务的那些资质
0	嗯吃饭放学你在哪里钱
0	嗯我是销售方就是开票给客户的时候开错了现在跨越了客户退回来我要开红字发票怎么样操作
0	你在说的吗家具急诊声明在哪里看在哪里看那个结果
0	而企业所得税申报表出现异常
1	去你妹的
1	滚
0	我上午注册按照比例来的哦哦哦电子发票如何升级
0	小看小规模申报报表吃鸡吧
1	哎呀你快烦死了啦
0	嗯企业地址变更以后哦发票看开点方向并没有变更地址可以吗
0	请问怎么打一针止血纳税申报表
0	我问一下要做到的事情怎么今年这个月还没扣
0	请问应纳税额银行托收要怎么操作
0	雪一下就是那个呃通用发票原本都是在呃就是是下载一个网络里面的一个软件然后直接在网上打进去的时候
0	人工
0	转人工
0	嗯我想问一下自然人税收管理系统扣缴客户端申报的初始密码
0	找人工找人工
0	对你好那个
0	山寨是龙岗区税务局电话
0	你好请问一下第一季度的增值税小规模的开了张票也不用缴税吗
0	我不笨
1	你他妈的说什么烦死了
0	俺大爷
0	这款打印汇总表在哪里
0	逾期未申报该怎么进行登报呢
0	哎你好想问一下那个取消票种核定怎么操作啊在网上
0	仅
0	哦人工服务
1	去你妈逼叫哥哥
0	嗯我想问下这是深圳南山区的餐厅或者是饭馆之类的可不可以开出免税的那个增值税普通发票
0	狗狗是谁那个隔水密码他说处理简单或是复杂了也伤不起是为什么
0	增值税纳税申报表附列资料三不动产那我如果说是在建工程这个需要请到这边来吗
0	你觉得我怎么样要人工服务
0	人工服务啊
0	社保缴费比例
0	这是什么密码
0	现在那个网站抄报税里面的服务器网络通信异常现在该怎么处理
0	转人工服务
0	全天候服务
0	代开增值税专用发票的那个发票防伪证明是需要到哪里去查询
0	社保代扣被退回这边有什么意见
0	敢跟办税员
0	为什么现在的话我在那个网上的话那个实名认证过后不能进去呢我看不到你看不到那个呗是里面有那个小规模纳税人申报
0	包括公司的具体操作流程
0	就是飞机明的话怎么如何代开发票
0	嗯我用了只能用机器吗
0	个人转让住房过程中
0	转人工
0	哦你好我想请问一下就是个税申报然后的那个上面有一个城市为谁有城市维护那门的申报表我是直接点保存申报就好了还是说里面有些数字需要填写
0	转人工
0	你好那个我那个主机换了电脑换了一台然后重新下载中国税务可是我现在打不了了发票打不了了现在是怎么弄
0	验旧
1	你是笨蛋
0	请问外国外籍员工的
0	又来又来智能机器人
0	如何在电脑上操作变更发票经办人
0	额一般企业财务报表年报它的状态是申报成功但是操作这里有一个申报的蓝色按钮我这里一个算是申报成功了吗
0	你好我要是那个发票遗失了要怎么操作呀
0	想问一下我现在在搞那个个人所得税的申报嗯我这边点的这个申请民工只记录用户手工修改这个导入的导入的界面导入进去之后他居然告诉我说额点完确定之后他告诉我说没有当前没有这个月没有
0	企业要
1	你这个笨蛋
0	医保卡缴费结算
0	就是我我现在申报那个抵扣的进项税里面有一个本期用于抵扣旅客运输服务破碎平整那这一栏填完了以后为什么那个表格的总和技术不会变
1	有病吧
0	运行一下这个医保卡的年费的代扣
0	取消医保代缴
1	啊又小声烦死了这个小镇
0	嗯就是那个我的工资他没有开票但是上面显示那个已预缴了两万八千多块钱的税我想问一下这是什么原因因为我公司我自己没有买票
0	嗯血液好以后可以开水果店的发票吗
0	附近的公园我要人工帮我转人工
0	请问一下沉香医保个人自交的还要学校提供资料吗
0	如果是
0	嗯就是我们的供应商开给我的发票丢了然后我们这边要怎么处理我没有收到发票
0	增值税
1	哦小笨蛋
0	看到
0	我的个税软件升级失败怎么回事呢
0	哦我想人工服务
0	我想咨询下那个都是彩票软件里有一个安装安装那个柳城的
0	哦这是我想要开票的话就是开培训费的票需要什么经营范围
1	滚
0	一社保补交的问题
0	非正常户工商也注销税务注销需要怎么操作
0	嗯就是那个
0	没有我要找人工客服那
0	嗯
0	你找了个机器人
0	哎你好我想问一下现在这个四月份还能不能开那个十六个点的增值税发票专用发票如果是你强烈地的空气
1	我想操你妈
0	电子这有具操作方式
0	请问下我那个时代的开头的那个密码校验不成功啊那个版在外国
0	伙伴
0	我想问一下三代手续费返还怎么申请
1	傻逼
0	催眠道已经有交款但是
0	税务登记需要怎么办
0	外来人员社保转本次赴本市社保要如何办理
0	你是傻蛋这里面的这里面诶我定了我已经定了哦哦
0	真的是专票十万位的
0	日本人开票
0	转人工服务啊
0	增值税普通发票代开
0	啊我想问一下就是我们现在企业不是那个退税吗这个要怎么来操作或者怎么来申请呢
0	你好我是想年报的怎么在手机上操作不了了我一扫那二维码它显示五零四年后显示的那些啊有一个电脑图片一个是我是电脑图片没有显示到那年报的那些表格的是怎么回事啊
0	转人工
0	我想查一下我的缴费记录
0	再包住的呀
0	对啊
0	人会是什么东西
0	没有
0	小规模可以开九个点的发票吗
0	奖金个税
0	个税申报里面写的是否然后辣么怎么申报
0	退税申报
0	喂你好帮我转一下人工
0	个税申诉要怎么撤销
0	简易征收
0	我的问题是在伤心五年的刷屏养着口水不扣然后五年了绍兴总共是一万水线十一万九千七百七十三零八十元人民币然后公司给我出水口时一万四千五百零六点四六元人民币是不是考试考得太多了应该口水
0	应交税额为负数是怎么回事
0	哎你好我想问一下就是我们社保减员为什么他说我没有屏保信息啊在那个账目处理的时候
0	旧版定额发票什么时候截止使用
0	呃是这样的我我借款给别人取得的利息
0	额想问一下什么叫做地税社保
0	门口是在问那个
0	无电子信息备案问题
0	可不可以在网上交契税
0	账户不存在
0	境外人员申报条件
0	我这边增值税装配普票抄报失败要怎么处理啊
0	请问一下个人交那个城乡医保还需要学校提供资料吗
0	个人所得税申报
0	雨水通安装不了
0	俺不告诉你不行
0	删除购票员需要哪些材料
0	加计扣除
0	把专用发票分到十万位
0	我那个上个月有三十岁预缴税款那我要怎么填呢本月我上报三十岁的时候要怎么填呢
0	即刻现身等待本来打死你安阳公交车
0	我今天那个办理那个抄税呀打开那个软件以后以前都是跳出来自动操睡得香也没有啊怎么操碎啊
1	大笨蛋
0	转人工
0	赶快加入
1	这个傻逼客服一个是要让我说一个转人工它才能转人工吗
0	我想自学那个开票开票金额最大额是多少
1	滚你妈一样把你那后面贴了就不要给我这了
1	算你妈了个逼的
0	你干嘛去了
0	转人工
0	转人工服务
0	个税申报
0	查发票真假
0	那一个
0	啊
0	嗯我猜那个企业所得税报不了
0	第三帝国的事和病态那里也办业务
0	嗯定额发票注销
0	申报密码忘了怎么办
0	我想问一下那个新系统里面那个城建税现在在哪个端口哦操作报废了呀
0	你好那个呃
0	我问一下那个呃请问一下那个就是医疗保险缴费的问题
0	我想挂机了
0	听说朋友说我死了
0	听不清
0	我还是我问一下病你的显示车车辆购置附加费在撒地方挪到三地方缴费
0	我想咨询
0	转人工转人工
1	领用发票你这个傻屌
0	能够给我同安国税的服务电话吗
0	要说
0	赡养老人
0	我就帮我查一下我的社保还有没有啊
0	请问怎么在网站上操作领购发票
0	一岁小孩学前教育要读小学如何修改
0	搜索你说你不孤独吗为什么我我一月份申报的人员信息然后在二月份看都没有呢因为饭也没有
0	逾期增值税专用发票抵扣联可以抵扣吗
0	哦你说话呀不要说我要说啥
1	问你妹
0	额二岁升到食物便的免税收入
0	喂
0	据
0	签收的时候增值税快递
0	我想咨询一下我们的税控盘是不是要升级到零五二八版本
0	人工服务
0	我的金税盘锁死了要听卡需要带证件去税局办理
0	快说出来然后它就死掉了快点哦我就挂了还是因为一点小助手转人工才能过去看看来电灯登记不是有一项是登记身份证号码吗你看那个数据没错过去就说明有用没过去就继续走有问题时间小助手点一下
0	申报纳税怎么填
0	那个百万斤不得了五百八十不是每一次都要先优惠备案才能抵扣啊
0	社保断交
0	我
0	嗯给我发一下那个宝鸡数据的电话号码
1	傻哇勾选人工服务
0	我就是店转让的话纳税怎么骂
0	我说我能查一下我的纳税是的哪里高贵了
0	人工服务
0	哦我二月份的时候那个公司没人了那个格式还需要申报吗
0	深得税专用发票丢失
0	安邦的人工服务期限
0	转人工
1	烦死了打进去他就搞了个人工
0	哦我想那个我现在辞职了个人续保要怎么操作
0	这边收到短信说二零一一年到二零一八年申报缴纳增值税及相关税费符合现有政策要求可想
0	哦小企鹅小规模纳税人转那个一般纳税人怎么操作
0	我想说一下现在什么我收到短信他说就那个有什么自然原因病根是什么意思啊
1	你知道我唯一我问一哈写的我那个时候他听不听的懂狗的脑残也不是择哪个嗯分宝咱点很低国内作废是哪个
0	一个我社保是集体户吗那本来是外地人员缴交社保那现在是转换成几里路要怎么操作才能按本地人员交社保
1	我都烦死了
0	劳务报酬的增值税
0	喂你好我问下了个狗谁口齿哈
0	诶
1	妈你傻逼呀
0	申报社保基数怎么送到
0	嗯我想问一下就是我遇我是在异地预缴了那些所有都出加税但是我现在就是当期要申报的申报的话就是我有抵扣一抵扣的话我就不交税了但是我之前有预交的那种发泄一下这款我怎么操作呢
0	开具二零一九个人所得税完税证明
0	不缴个税
0	转人工
0	就是那个国税那个嗯记住你申报怎么申报啊
0	哦我想咨询医保的
0	额请问现代服务业的一般纳税人呃那个增值税有没有优惠价十克
0	请转人工
0	代开租赁专用发票税点是几个点
0	你好问一下财务负责人变更怎么操作
1	你神经病啊现在纳税人套餐型是一种那里没有弄成功什么情况
0	网上有发票
0	你好麻烦你帮我查一下就是呃宝安区石岩镇的税务局在哪里
0	就是我想问一下就是我现在要交要那个社保增员然后他那个劳动合同签约时间跟那个人力资源网上面的就业登记的那个签约时间不一致让我现在要怎么怎么怎么去弄啊
0	那是以前我们家去到税务局去交吗
0	热血缴纳
0	我想问一下那个附加抵扣额就是那个
0	增值税发票一直不开她会不会不会有问题
0	一三六六然后他问我问题我突然就
0	你好
0	我想咨询那个我们是男人去的高铁或高级服务了该搞谁是那个一个家老房子
1	就像放屁
0	你好那个我是五号
0	你的菜
1	你妈啦妈批
0	哦
0	你好我想咨询一下项目投资者分配本金是是否要交企业所得税
0	请问下现在国释是几点说法
0	请问一下那个个体的理发店的这个试一试现在是怎么操作的原来是好像是说什么免税的
0	嗯
0	要不大爷给他她也演不了他说他会啊
1	王八蛋
0	喂你好
1	是个傻子智能啊亲啊连吐了
1	人工服务烦死
0	印花税
0	什么
0	设立企业要不要到柜台变更信息
0	我看看接下来高速公路几天怎么都这么多月所以你可以拿就拿给赠送人民币一块钱已经三年这个评价倒是没直接证据你们还给你
